location,geo_lat,geo_long,number_of_floors,surface_size,price
0.0,10.7752565,106.68636289999995,4.0,103.5,7000.0
0.0,10.8230989,106.6296638,4.0,103.5,7000.0
0.0,10.7752565,106.68636289999995,4.0,103.5,7000.0
0.0,10.7752565,106.68636289999995,3.0,84.0,8300.0
0.0,10.7752565,106.68636289999995,4.0,103.5,7000.0
0.0,10.778966439602,106.679507173758,2.0,84.0,7800.0
0.0,10.7752565,106.68636289999995,4.0,80.0,7700.0
0.0,10.7752565,106.68636289999995,4.0,80.0,7800.0
0.0,10.7752565,106.68636289999995,3.0,56.0,7100.0
0.0,10.7758889,106.68520549999994,5.0,102.5,9900.0
0.0,10.790442,106.67979270000001,3.0,57.6,3600.0
0.0,10.790442,106.67979270000001,3.0,40.3,3200.0
0.0,10.7752565,106.68636289999995,4.0,95.0,7100.0
0.0,10.7770139,106.68297410000002,4.0,102.5,9800.0
0.0,10.7752565,106.68636289999995,4.0,103.5,7100.0
0.0,10.7710432,106.69042239999999,4.0,103.5,7000.0
0.0,10.7752565,106.68636289999995,4.0,102.5,9800.0
0.0,10.7752565,106.68636289999995,4.0,103.5,7000.0
0.0,10.7752565,106.68636289999995,2.0,69.6,7000.0
0.0,10.7752565,106.68636289999995,2.0,69.6,7000.0
0.0,10.788353,106.6769296,5.0,40.2,4600.0
0.0,10.790442,106.67979270000001,5.0,47.3,3800.0
0.0,10.790442,106.67979270000001,3.0,52.0,4200.0
0.0,10.7882271828694,106.67821992698396,3.0,33.0,3750.0
0.0,10.777483,106.68909610000003,3.0,53.2,4200.0
0.0,10.790922,106.68254750000006,3.0,105.0,9800.0
0.0,10.77353887685348,106.68134869101561,3.0,102.0,3000.0
0.0,10.7752565,106.68636289999995,3.0,63.4,6500.0
0.0,10.7843695,106.6844089,3.0,63.4,6500.0
0.0,10.7843695,106.6844089,3.0,64.0,5200.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5100.0
0.0,10.7752565,106.68636289999995,3.0,62.4,5300.0
0.0,10.7752565,106.68636289999995,1.0,96.0,7550.0
0.0,10.777483,106.68909610000003,2.0,42.0,3400.0
0.0,10.777483,106.68909610000003,4.0,50.4,4500.0
0.0,10.777483,106.68909610000003,2.0,37.4,3400.0
0.0,10.7688918,106.67877090000002,2.0,41.3,3200.0
0.0,10.7843695,106.6844089,2.0,76.5,4500.0
0.0,10.7843695,106.6844089,2.0,40.7,3800.0
0.0,10.7688918,106.67877090000002,2.0,41.3,3200.0
0.0,10.777483,106.68909610000003,4.0,33.0,4300.0
0.0,10.7734821,106.68181950000007,3.0,35.9,3800.0
0.0,10.777483,106.68909610000003,4.0,50.4,4500.0
0.0,10.7684886,106.67500380000001,3.0,77.0,7500.0
0.0,10.7706954,106.67760010000006,3.0,77.0,7500.0
0.0,10.7706954,106.67760010000006,3.0,77.0,7600.0
0.0,10.7706954,106.67760010000006,4.0,84.0,7400.0
0.0,10.7706954,106.67760010000006,4.0,84.0,7400.0
0.0,10.7684886,106.67500380000001,3.0,77.0,7600.0
0.0,10.7684886,106.67500380000001,4.0,84.0,7400.0
0.0,10.7706954,106.67760010000006,4.0,84.0,7400.0
0.0,10.7706954,106.67760010000006,3.0,63.0,7000.0
0.0,10.7843695,106.6844089,3.0,80.5,7650.0
0.0,10.7684886,106.67500380000001,2.0,77.0,7600.0
0.0,10.7706954,106.67760010000006,2.0,77.0,7600.0
0.0,10.7719321,106.67823010000006,3.0,110.0,9500.0
0.0,10.7701539000628,106.676344904507,2.0,120.0,7800.0
0.0,10.7706954,106.67760010000006,3.0,77.0,7600.0
0.0,10.7706954,106.67760010000006,3.0,77.0,7600.0
0.0,10.7706954,106.67760010000006,3.0,77.0,8900.0
0.0,10.786780096316896,106.69241802698366,2.0,44.0,5000.0
0.0,10.7867274,106.69248240000002,4.0,86.4,8700.0
0.0,10.7752565,106.68636289999995,4.0,72.0,9500.0
0.0,10.7734821,106.68181950000007,3.0,46.8,6500.0
0.0,10.7734821,106.68181950000007,3.0,46.8,6500.0
0.0,10.7734821,106.68181950000007,2.0,52.5,7400.0
0.0,10.7734821,106.68181950000007,3.0,50.4,5000.0
0.0,10.788353,106.6769296,4.0,48.0,4850.0
0.0,10.777483,106.68909610000003,3.0,56.0,4000.0
0.0,10.788353,106.6769296,2.0,75.0,4700.0
0.0,10.788353,106.6769296,3.0,63.0,4500.0
0.0,10.788353,106.6769296,4.0,48.0,4850.0
0.0,10.7734821,106.68181950000007,4.0,70.0,6500.0
0.0,10.7734821,106.68181950000007,3.0,56.0,5000.0
0.0,10.773412400112326,106.68095172408141,4.0,48.0,5000.0
0.0,10.777483,106.68909610000003,2.0,25.5,1600.0
0.0,10.7734821,106.68181950000007,4.0,70.0,6500.0
0.0,10.7734821,106.68181950000007,4.0,52.0,6700.0
0.0,10.7734821,106.68181950000007,2.0,52.5,7500.0
0.0,10.7734821,106.68181950000007,4.0,72.0,7500.0
0.0,10.789078567556379,106.67567137892911,2.0,54.0,3100.0
0.0,10.777483,106.68909610000003,4.0,36.0,4300.0
0.0,10.7733357,106.68037890000005,2.0,40.0,2500.0
0.0,10.7853612,106.68886010000006,2.0,28.8,1900.0
0.0,10.777483,106.68909610000003,2.0,28.8,1900.0
0.0,10.7737046,106.68021799999997,4.0,69.8,7500.0
0.0,10.7734821,106.68181950000007,4.0,70.0,8000.0
0.0,10.788353,106.6769296,4.0,48.3,5600.0
0.0,10.788353,106.6769296,3.0,40.0,2900.0
0.0,10.7682456,106.67958969999995,2.0,22.4,2600.0
0.0,10.7733566429428,106.684541713214,2.0,64.0,1750.0
0.0,10.771970762206324,106.68209552726137,3.0,30.2,1600.0
0.0,10.7752565,106.68636289999995,2.0,25.6,1850.0
0.0,10.7752565,106.68636289999995,2.0,48.0,1900.0
0.0,10.7757518,106.68954400000007,5.0,35.0,6000.0
0.0,10.788353,106.6769296,4.0,125.0,11500.0
0.0,10.767495312437283,106.6797177959869,3.0,34.1,2500.0
0.0,10.788353,106.6769296,4.0,125.0,11500.0
0.0,10.777483,106.68909610000003,3.0,56.0,2900.0
